#,Category,Subcategory,Complaint Text,Char Count,label,label_name,clean_text
87,Health,Public Healthcare,Mental health services are completely absent in rural primary health centers. Patients have no access to care.,110,4,Health,mental health service completely absent rural primary health center patient access care
88,Health,Public Healthcare,Referral letters for government hospitals are being withheld by staff unless patients pay unofficial fees.,106,4,Health,referral letter government hospital withheld staff unless patient pay unofficial fee
89,Health,Public Healthcare,The labour room in the government hospital has no proper lighting or equipment. Deliveries happen in unsafe conditions.,119,4,Health,labour room government hospital proper lighting equipment delivery happen unsafe condition
90,Health,Public Healthcare,COVID-19 vaccination records of our village are incorrect. Beneficiaries are listed as vaccinated without receiving doses.,122,4,Health,covid vaccination record village incorrect beneficiary listed vaccinated without receiving dos
91,Education,Schools,Government school in our village has no teacher for class 6 to 8 since the start of the academic year this year.,112,0,Education,government school village teacher class since start academic year year
92,Education,Schools,Mid-day meal quality at our primary school is very poor. Children are given watery rice and no vegetables daily.,112,0,Education,mid day meal quality primary school poor child given watery rice vegetable daily
93,Education,Schools,School building roof is leaking and classrooms flood during rain. Students sit on wet floors without any alternative.,117,0,Education,school building roof leaking classroom flood rain student sit wet floor without alternative
94,Education,Schools,Free textbooks under government scheme have not been distributed to students even though the session started 2 months ago.,122,0,Education,free textbook government scheme distributed student even though session started month ago
95,Education,Schools,Girls' toilet in our government school has been locked for months. Female students are forced to go to open areas.,114,0,Education,girl toilet government school locked month female student forced open area
96,Education,Schools,Teacher attendance at our government school is very irregular. Students sit idle for days without instruction.,110,0,Education,teacher attendance government school irregular student sit idle day without instruction
97,Education,Schools,Scholarship money under SC/ST category has not been credited to students' accounts for 8 months. Action needed urgently.,120,0,Education,scholarship money category credited student account month action needed urgently
98,Education,Schools,School playground has been illegally taken over by a private party and students have no space for physical activity.,116,0,Education,school playground illegally taken private party student space physical activity
99,Education,Schools,Children with disabilities in our panchayat are being denied enrollment in government schools without valid reason.,115,0,Education,child disability panchayat denied enrollment government school without valid reason
100,Education,Schools,The computer lab in our government school has no working computers. The facility is just for show with no real use.,115,0,Education,computer lab government school working computer facility show real use
101,Education,Schools,Private coaching centers near schools are being run by government teachers during school hours. This is against rules.,118,0,Education,private coaching center near school run government teacher school hour rule
102,Education,Schools,School enrollment drive data in our block is fabricated. Hundreds of ghost students have been shown on records.,111,0,Education,school enrollment drive data block fabricated hundred ghost student shown record
103,Education,Schools,Morning assembly at our government school involves religious activities that are forcing students of other faiths to participate.,129,0,Education,morning assembly government school involves religious activity forcing student faith participate
104,Education,Schools,Drinking water facility at the government school is non-functional for 3 weeks. Children drink unsafe water from nearby pond.,125,0,Education,drinking water facility government school non functional week child drink unsafe water nearby pond
105,Education,Schools,The school bus provided under government scheme is in very bad condition and not roadworthy. Children's safety is at risk.,122,0,Education,school bus provided government scheme bad condition roadworthy child safety risk
106,Education,Schools,"Two teachers at our school hold posts in the same school for years without transfer, blocking junior teacher placements.",120,0,Education,two teacher school hold post school year without transfer blocking junior teacher placement
107,Education,Schools,Government school principal is running private tuition for same students and pressuring them to attend paid classes.,116,0,Education,government school principal running private tuition student pressuring attend paid class
108,Education,Schools,Building repair work at our school is ongoing for 6 months. Students are displaced and studying under trees.,108,0,Education,building repair work school ongoing month student displaced studying tree
109,Education,Schools,Physical punishment is being administered to students at the government school in our ward. This violates child rights.,119,0,Education,physical punishment administered student government school ward violates child right
110,Education,Schools,No books have been issued in the school library for 2 years. The entire library budget appears to have been misused.,116,0,Education,book issued school library year entire library budget appears misused
111,Environment,Waste Management,Garbage has not been collected from our colony for 10 days. Heaps are piling up on roads causing health hazard.,111,2,Environment,garbage collected colony day heap piling road causing health hazard
112,Environment,Waste Management,Municipal garbage trucks dump waste at an unauthorized site near our locality. The smell is unbearable at all times.,116,2,Environment,municipal garbage truck dump waste unauthorized site near locality smell unbearable time
113,Environment,Waste Management,Plastic waste burning near residential areas is happening daily. The smoke is causing respiratory problems for residents.,121,2,Environment,plastic waste burning near residential area happening daily smoke causing respiratory problem resident
114,Environment,Pollution,A factory near our village is releasing untreated chemical waste into the river used for drinking by 5 villages.,112,2,Environment,factory near village releasing untreated chemical waste river used drinking village
115,Environment,Pollution,Construction dust from the new expressway project is polluting our entire village without any protective measures.,114,2,Environment,construction dust new expressway project polluting entire village without protective measure
116,Environment,Waste Management,Garbage collectors in our ward are collecting money from residents but not providing any service in return.,107,2,Environment,garbage collector ward collecting money resident providing service return
117,Environment,Pollution,Noise pollution from an illegally running stone crusher near our homes is causing hearing problems and distress.,112,2,Environment,noise pollution illegally running stone crusher near home causing hearing problem distress
118,Environment,Waste Management,Bio-medical waste from a private clinic is being dumped openly on the roadside near our residential street.,107,2,Environment,bio medical waste private clinic dumped openly roadside near residential street
119,Environment,Pollution,The air quality near the industrial estate is extremely poor. Our children have constant cough and breathing difficulty.,120,2,Environment,air quality near industrial estate extremely poor child constant cough breathing difficulty
120,Environment,Waste Management,Segregated waste bins installed under Swachh Bharat mission in our area are missing. No replacement has been provided.,118,2,Environment,segregated waste bin installed swachh bharat mission area missing replacement provided
121,Environment,Pollution,"A tannery is discharging toxic effluents into the stream flowing through our farmland, destroying crop and fish life.",117,2,Environment,tannery discharging toxic effluent stream flowing farmland destroying crop fish life
122,Environment,Waste Management,Composting unit built by the municipality near our ward is non-functional and is instead being used as a dump yard.,115,2,Environment,composting unit built municipality near ward non functional instead used dump yard
123,Environment,Pollution,Diesel generator sets run continuously by commercial buildings in our area cause both air and noise pollution.,110,2,Environment,diesel generator set run continuously commercial building area cause air noise pollution
124,Environment,Waste Management,Construction rubble from a private builder is dumped on a public plot in our society for months with no removal.,112,2,Environment,construction rubble private builder dumped public plot society month removal
125,Environment,Pollution,Stubble burning in nearby farms is happening daily despite ban. No action is being taken by agriculture department.,115,2,Environment,stubble burning nearby farm happening daily despite ban action taken agriculture department
126,Environment,Waste Management,Waste picker community in our area has been displaced by authorities without any rehabilitation or alternative livelihood.,122,2,Environment,waste picker community area displaced authority without rehabilitation alternative livelihood
127,Environment,Pollution,The lake in our city has turned completely green due to discharge of sewage. No action by environment department.,113,2,Environment,lake city turned completely green due discharge sewage action environment department
128,Environment,Waste Management,Hospital waste from a government facility is being mixed with municipal solid waste and picked up by regular trucks.,116,2,Environment,hospital waste government facility mixed municipal solid waste picked regular truck
129,Environment,Pollution,Firecrackers are being burst during non-permitted hours regularly in our area despite complaints to the police.,111,2,Environment,firecracker burst non permitted hour regularly area despite complaint police
130,Environment,Waste Management,Open defecation is still happening in our ODF-declared village because new toilets are locked without water supply.,115,2,Environment,open defecation still happening odf declared village new toilet locked without water supply
131,Governance,Administration,"My ration card application has been pending for 6 months. Despite multiple visits, no update is given by the officer.",117,3,Governance,ration card application pending month despite multiple visit update given officer
132,Governance,Administration,BPL family in our village has been excluded from ration list despite eligibility. They are facing starvation.,109,3,Governance,bpl family village excluded ration list despite eligibility facing starvation
133,Governance,Corruption,Government official at the tehsil office is demanding money for issuing a simple income certificate. This is bribery.,117,3,Governance,government official tehsil office demanding money issuing simple income certificate bribery
134,Governance,Administration,Pension under old age scheme has not been credited for 4 months. The beneficiary is an 80-year-old widow.,105,3,Governance,pension old age scheme credited month beneficiary year old widow
135,Governance,Administration,Voter ID update application submitted 3 months ago has not been processed. Elections are approaching and I may lose my vote.,124,3,Governance,voter update application submitted month ago processed election approaching may lose vote
136,Governance,Corruption,Funds released under MGNREGS for our panchayat are being misused. Workers are enrolled on paper but no work is done.,116,3,Governance,fund released mgnregs panchayat misused worker enrolled paper work done
137,Governance,Administration,RTI application filed 60 days ago has not received a response which violates the statutory 30-day response timeline.,116,3,Governance,rti application filed day ago received response violates statutory day response timeline
138,Governance,Administration,My land mutation application is pending for over a year at the tehsil office. No reason has been given for the delay.,117,3,Governance,land mutation application pending year tehsil office reason given delay
139,Governance,Corruption,Ration shop dealer in our village is selling subsidized grain in the black market and giving less quantity to card holders.,123,3,Governance,ration shop dealer village selling subsidized grain black market giving less quantity card holder
140,Governance,Administration,Birth certificate application made at the municipal office 45 days ago has not been processed. No status is available.,118,3,Governance,birth certificate application made municipal office day ago processed status available
141,Governance,Corruption,Block development officer is awarding contracts to relatives under disguised names. This needs immediate audit.,111,3,Governance,block development officer awarding contract relative disguised name need immediate audit
142,Governance,Administration,Widow pension beneficiaries in our area are being asked to pay unofficial fees to process their regular monthly payments.,121,3,Governance,widow pension beneficiary area asked pay unofficial fee process regular monthly payment
143,Governance,Administration,Domicile certificate of my child is required for college admission but tehsil officer has refused to issue without reason.,122,3,Governance,domicile certificate child required college admission tehsil officer refused issue without reason
144,Governance,Corruption,PM Awas Yojana house allotted to an ineligible beneficiary while a genuine homeless family was rejected in our village.,119,3,Governance,awas yojana house allotted ineligible beneficiary genuine homeless family rejected village
145,Governance,Administration,National health mission data of our block shows inflated health service numbers. Ground reality is completely different.,120,3,Governance,national health mission data block show inflated health service number ground reality completely different
146,Governance,Corruption,Forest department officials are allowing illegal timber cutting in protected zones and taking cuts from the contractors.,120,3,Governance,forest department official allowing illegal timber cutting protected zone taking cut contractor
147,Governance,Administration,Police complaint registered at the local station 2 weeks ago has not resulted in any FIR or investigation yet.,110,3,Governance,police complaint registered local station week ago resulted fir investigation yet
148,Governance,Administration,Government subsidy for solar panel installation under state scheme has not reached approved applicants for over 8 months.,121,3,Governance,government subsidy solar panel installation state scheme reached approved applicant month
149,Governance,Corruption,Land acquisition compensation for a highway project has not been paid to farmers even 2 years after their land was taken.,121,3,Governance,land acquisition compensation highway project paid farmer even year land taken
150,Governance,Administration,Disability certificate application has been pending for 3 months at the civil hospital. No examination date has been given.,123,3,Governance,disability certificate application pending month civil hospital examination date given
